"","RAZAO_SOCIAL","ENDERECO","BAIRRO","BANDEIRA","PRECO_VENDA","PRECO_COMPRA","MODALIDADE_DE_COMPRA","FORNECEDOR","DATA_COLETA","CIDADE","UF","COMBUSTIVEL"
"5709","Posto de Combustiveis Rio Preto Ltda","Rua Raimundo Chaves, 25","Parque Manoel Lacerda","BRANCA",3.099,2.61,"FOB","DISLUB","12/09/2016","BACABAL","MA","Etanol"
"5710","São Domingos Petróleo Ltda.","Rodovia Br 316, S/n Km 357","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.399,2.909,"FOB","-","12/09/2016","BACABAL","MA","Etanol"
"5711","S. R. Derivados de Petroleo Ltda.","Rua Teixeira de Freitas, 2009","Ramal","BRANCA",3.479,NA,"-","-","12/09/2016","BACABAL","MA","Etanol"
"5712","Contorno Derivados de Petróleo Ltda.","Avenida Contorno, 250","Centro","BRANCA",3.45,2.699,"FOB","PETROBRAS DISTRIBUIDORA S.A.","12/09/2016","BALSAS","MA","Etanol"
"5713","Petro Comercio de Combustiveis Ltda","Avenida Jose Sarney, 41 B","Potosi","BRANCA",3.45,2.791,"FOB","RAIZEN","13/09/2016","BALSAS","MA","Etanol"
"5714","Auto Posto Litorânea Ltda.","Avenida Raimundo Félix, 75 D","Centro","ALESAT",3.49,2.66,"FOB","-","12/09/2016","BALSAS","MA","Etanol"
"5715","Posto Mottasul Ltda","Avenida Governador Luis Rocha, 30","Potosi","PETROBRAS DISTRIBUIDORA S.A.",3.59,2.677,"FOB","-","12/09/2016","BALSAS","MA","Etanol"
"5716","L.w. de Alencar Mendes","Avenida Pedro Amorim, 60","Altamira","BRANCA",3.1,NA,"-","-","13/09/2016","BARRA DO CORDA","MA","Etanol"
"5717","Rodolfo Brasil Felipe & Cia. Ltda. - Me","Rua Coelho Neto, 350","Centro","BRANCA",3.2,NA,"-","-","13/09/2016","BARRA DO CORDA","MA","Etanol"
"5718","D. M. Cabral","Rua Ismael Salomão, 05 A","Altamira","BRANCA",3.379,NA,"-","-","13/09/2016","BARRA DO CORDA","MA","Etanol"
"5719","Leite & Chaves Ltda.","Avenida Lulu Rodrigues, 136","Altamira Ii","SP",3.45,NA,"-","-","13/09/2016","BARRA DO CORDA","MA","Etanol"
"5720","Posto São Pedro Ltda","Rua   Aluisio Lobo, 2446 Fundos Aeroporto","Teso Duro","SP",3.05,NA,"-","-","14/09/2016","CAXIAS","MA","Etanol"
"5721","M. A. da Silva Guimaraes","Avenida Nereu Bittencourt, 66","Centro","IPIRANGA",3.2,3.088,"FOB","-","14/09/2016","CAXIAS","MA","Etanol"
"5722","Levgas Ltda - Me","Avenida Alexandre Costa, 2770","Vila Lobao","IPIRANGA",3.299,NA,"-","-","14/09/2016","CAXIAS","MA","Etanol"
"5723","Posto Maciel Ltda - Me","Rua   Alto da Cruz, 2242","Nova Caxias","ALESAT",3.399,NA,"-","-","14/09/2016","CAXIAS","MA","Etanol"
"5724","L. G. Soares - Combustiveis","Avenida Augusto Teixeira, 2212","Centro","BRANCA",3.19,NA,"-","-","12/09/2016","CODO","MA","Etanol"
"5725","F C Oliveira Combustiveis Ltda","Avenida Augusto Teixeira, 2753","Sao Sebastiao","BRANCA",3.3,NA,"-","-","12/09/2016","CODO","MA","Etanol"
"5726","Auto Posto Cidade Esperança Ltda.","Rua Raimundo de Moraes, 04","Santa Rita","BRANCA",2.89,2.725,"FOB","RAIZEN","14/09/2016","IMPERATRIZ","MA","Etanol"
"5727","Auto Posto Dt Ltda","Rua Leoncio Pires Dourado, 1463","Bacuri","ALESAT",3.25,2.855,"CIF","-","14/09/2016","IMPERATRIZ","MA","Etanol"
"5728","Super Posto 10 Ltda","Rodovia Br 010 Km 601, Sn","Bacuri","BRANCA",3.359,2.801,"CIF","PETROBRAS DISTRIBUIDORA S.A.","14/09/2016","IMPERATRIZ","MA","Etanol"
"5729","Tavares e Rodrigues Ltda.","Rua Coriolano Milhomem, 509","Nova Imperatriz","IPIRANGA",3.399,NA,"-","-","14/09/2016","IMPERATRIZ","MA","Etanol"
"5730","Auto Posto Guimaraes Ltda","Rua   Henrique Dias, S/n Km 1350","Sao Jose do Egito","BRANCA",3.45,2.866,"CIF","ALE COMBUSTÍVEIS","14/09/2016","IMPERATRIZ","MA","Etanol"
"5731","Posto Santa Tereza Ltda","Rod.br 010, S/n Km 1353","Coco Grande","SABBA",3.549,NA,"-","-","14/09/2016","IMPERATRIZ","MA","Etanol"
"5732","Ecodrive Combustiveis Ltda","Rodovia Br 010, S/n Km 1346","Bacuri","IPIRANGA",3.549,3.23,"FOB","-","14/09/2016","IMPERATRIZ","MA","Etanol"
"5733","J. R. Ribeiro Mendes - Me","Avenida Paulo Ramos, 80 : B;","Centro","BRANCA",3.29,NA,"-","-","13/09/2016","PINHEIRO","MA","Etanol"
"5734","R F Ferreira Derivados","Rodovia Ma 06, S/n Km 05","Alto do Braga","BRANCA",3.5,NA,"-","-","13/09/2016","PINHEIRO","MA","Etanol"
"5735","Gasoleos Pinheiro Ltda.","Rua Deodoro da Fonseca, 473","Centro","SABBA",3.6,2.82,"CIF","-","13/09/2016","PINHEIRO","MA","Etanol"
"5736","N.c.f. Ferreira","Avenida Tarquinio Lopes, 942","Centro","BRANCA",3.6,NA,"-","-","13/09/2016","PINHEIRO","MA","Etanol"
"5737","E. Martins Soares - Me.","Rodovia Br 135, S/n Km 360","Povoado Angical","BRANCA",2.99,NA,"-","-","14/09/2016","PRESIDENTE DUTRA","MA","Etanol"
"5738","N.r. Combustíveis Ltda","Avenida Oton Gonçalves de Sá, 1900","Campo Dantas","BRANCA",2.999,NA,"-","-","14/09/2016","PRESIDENTE DUTRA","MA","Etanol"
"5739","N. M. C. Cavalcante Combustíveis","Avenida José Olavo Sampaio, 596","Centro","BRANCA",3,NA,"-","-","12/09/2016","PRESIDENTE DUTRA","MA","Etanol"
"5740","J. Dias e Filhos Ltda","Praca da Matriz, S/n","Centro","SATELITE",3.15,NA,"-","-","13/09/2016","SANTA INES","MA","Etanol"
"5741","Posto Magnolia Ltda","Rodovia Br 222, S/n Km 04","Encruzilhada","BRANCA",3.15,NA,"-","-","13/09/2016","SANTA INES","MA","Etanol"
"5742","L Barberino Derivados de Petroleo Eireli","Rua da Pedra Branca, 619","Centro","BRANCA",3.17,NA,"-","-","13/09/2016","SANTA INES","MA","Etanol"
"5743","Machado Comercio de Derivados de Petroleo Ltda.","Avenida Castelo Branco, 2989","Centro","IPIRANGA",3.41,3.228,"FOB","-","13/09/2016","SANTA INES","MA","Etanol"
"5744","Machado Comercio de Derivados de Petroleo Ltda.","Avenida Castelo Branco, 1850","Sabbak","BRANCA",3.5,2.883,"FOB","PETROBRAS DISTRIBUIDORA S.A.","13/09/2016","SANTA INES","MA","Etanol"
"5745","J. Dias e Filhos Ltda","Praca da Matriz, S/n","Centro","SATELITE",3.15,NA,"-","-","13/09/2016","SAO DOMINGOS DO MARANHAO","MA","Etanol"
"5746","Posto Magnolia Ltda","Rodovia Br 222, S/n Km 04","Encruzilhada","BRANCA",3.15,NA,"-","-","13/09/2016","SAO DOMINGOS DO MARANHAO","MA","Etanol"
"5747","L Barberino Derivados de Petroleo Eireli","Rua da Pedra Branca, 619","Centro","BRANCA",3.17,NA,"-","-","13/09/2016","SAO DOMINGOS DO MARANHAO","MA","Etanol"
"5748","Machado Comercio de Derivados de Petroleo Ltda.","Avenida Castelo Branco, 2989","Centro","IPIRANGA",3.41,3.228,"FOB","-","13/09/2016","SAO DOMINGOS DO MARANHAO","MA","Etanol"
"5749","Machado Comercio de Derivados de Petroleo Ltda.","Avenida Castelo Branco, 1850","Sabbak","BRANCA",3.5,2.883,"FOB","PETROBRAS DISTRIBUIDORA S.A.","13/09/2016","SAO DOMINGOS DO MARANHAO","MA","Etanol"
"5750","Auto Posto Maranhense Derivados de Petroleo Ltda. - Me","Estrada de Ribamar (ma-201), 43 Km: 05;","Vila Kiola","SP",2.84,NA,"-","-","13/09/2016","SAO JOSE DE RIBAMAR","MA","Etanol"
"5751","Posto de Combustíveis Santo Antonio Ltda.","Estrada de Ribamar, 03 Qd B Km 4 Saramanta","Maiobinha","BRANCA",2.889,NA,"-","-","13/09/2016","SAO JOSE DE RIBAMAR","MA","Etanol"
"5752","Comércio de Combustíveis Rv Ltda.","Loteamento Sítio Saramanta, Sn Qd. B Lotes 03 e 04","Maiobinha","IPIRANGA",2.889,NA,"-","-","12/09/2016","SAO JOSE DE RIBAMAR","MA","Etanol"
"5753","C. G. de Sousa Eireli","Avenida Cidade Operaria, S/n","Maiobinha","PETROBRAS DISTRIBUIDORA S.A.",3.099,NA,"-","-","12/09/2016","SAO JOSE DE RIBAMAR","MA","Etanol"
"5754","Barbalho e Carvalho Ltda.","Estrada da Maioba, 07 Ma 202","Forquilha","PETROBRAS DISTRIBUIDORA S.A.",3.149,NA,"-","-","13/09/2016","SAO JOSE DE RIBAMAR","MA","Etanol"
"5755","Marinês T. Kerller","Estrada de Ribamar  Km  05, 10/12 Quadra  08 - Loteamento  São Raimundo","Forquilha","BRANCA",3.16,NA,"-","-","12/09/2016","SAO JOSE DE RIBAMAR","MA","Etanol"
"5756","Posto Jota Eme Ltda","Travessa   Bequimao, 16","Bequimao","IPIRANGA",2.759,NA,"-","-","12/09/2016","SAO LUIS","MA","Etanol"
"5757","Petromais Comércio de Derivados de Petróleo Ltda - Me","Avenida Jeronimo de Albuquerque, 01 Lote C","Angelim","PETROBRAS DISTRIBUIDORA S.A.",2.799,NA,"-","-","12/09/2016","SAO LUIS","MA","Etanol"
"5758","M. E. P. da Costa","Avenida Lourenço Vieira da Silva, 98","Cohapam","BRANCA",2.85,NA,"-","-","13/09/2016","SAO LUIS","MA","Etanol"
"5759","Servi Posto Gasoleos Cohatrac Ltda.","Rua 1300, 01 Quadra 13 Lote 01 e 06","Parque Aurora","ALESAT",2.859,NA,"-","-","13/09/2016","SAO LUIS","MA","Etanol"
"5760","Antonia Liane Gomes Soares","Avenida Lourenço Vieira da Silva, 8 Quadra 44 - A","Jardim São Cristovão Ii","BRANCA",2.859,2.615,"CIF","DISLUB","12/09/2016","SAO LUIS","MA","Etanol"
"5761","J. R. Pinto da Costa - Me","Avenida Casemiro Junior, 80","Anil","BRANCA",2.859,NA,"-","-","13/09/2016","SAO LUIS","MA","Etanol"
"5762","F M M Correia Derivados de Petróleo","Avenida Jeronimo de Albuquerque, 2000 Loja 1","Cohafuma","BRANCA",2.869,NA,"-","-","12/09/2016","SAO LUIS","MA","Etanol"
"5763","M. A. Liberio & Companhia Ltda.","Avenida dos Franceses, 372 0","Ivar Saldanha","SABBA",2.899,NA,"-","-","12/09/2016","SAO LUIS","MA","Etanol"
"5764","Pit Stop Derivados de Petroleo Ltda","Avenida Edson Brandao, 10","Anil","SABBA",2.899,2.788,"CIF","-","15/09/2016","SAO LUIS","MA","Etanol"
"5765","A N de Melo","Avenida Daniel de La Touche, S/n Km 12","Vila Fialho","BRANCA",2.95,NA,"-","-","12/09/2016","SAO LUIS","MA","Etanol"
"5766","Ubiratan Costa Comércio e Serviços","Estrada  da Maioba, 52 Quadra 02","Forquilha","BRANCA",2.999,2.8,"CIF","SABBA","12/09/2016","SAO LUIS","MA","Etanol"
"5767","Makro Atacadista Sociedade Anonima","Avenida Jerônimo de Albuquerque, 260 Ilha Abastecimento","Angelim","PETROBRAS DISTRIBUIDORA S.A.",2.999,2.826,"CIF","-","12/09/2016","SAO LUIS","MA","Etanol"
"5768","C. G. de Sousa Eireli","Avenida Guajajara, 205","São Cristovão","PETROBRAS DISTRIBUIDORA S.A.",3.049,NA,"-","-","12/09/2016","SAO LUIS","MA","Etanol"
"5769","A G R Combustíveis e Lubrificantes Ltda","Avenida Kennedy, 905 Escritório","Coreia","BRANCA",3.099,NA,"-","-","12/09/2016","SAO LUIS","MA","Etanol"
"5770","Revendedora de Petroleo Sao Marcos Ltda","Avenida dos Holandeses, 201","São Marcos","BRANCA",3.16,2.787,"CIF","PETROBRAS DISTRIBUIDORA S.A.","12/09/2016","SAO LUIS","MA","Etanol"
"5771","L S Comercio e Servicos Ltda","Avenida Jeronimo de Albuquerque Maranhao, 07 Vinhais Iii","Cohafuma","ALESAT",3.189,NA,"-","-","12/09/2016","SAO LUIS","MA","Etanol"
"5772","Nicolau Derivados de Petroleo Ltda","Avenida Jeronimo de Albuquerque, 22","Aurora","PETROBRAS DISTRIBUIDORA S.A.",3.299,NA,"-","-","13/09/2016","SAO LUIS","MA","Etanol"
"5773","Cocoma - Cooperativa Mista de Consumo dos Motoristas Autonomos de Sao Luis","Avenida Senador Vitorino Freire, 300","Retiro Natal","IPIRANGA",3.299,NA,"-","-","12/09/2016","SAO LUIS","MA","Etanol"
"5774","Cacique Combustiveis Ltda.","Parque Aurora, 2","Anil","IPIRANGA",3.299,3.102,"CIF","-","12/09/2016","SAO LUIS","MA","Etanol"
"5775","Comercial Petromar Ltda","Avenida Kennedy, Esq. C/ Jaime Tavares, S/n","Centro","IPIRANGA",3.299,NA,"-","-","12/09/2016","SAO LUIS","MA","Etanol"
"5776","Pneugas Pneus e Derivados de Petroleo Ltda","Avenida Presidente Medici, 4159","Parq Alvorada","IPIRANGA",3.25,NA,"-","-","14/09/2016","TIMON","MA","Etanol"
"5777","M. A. Aragão de Sousa","Avenida Francisco Carlos Jansen, 527","Guarita","IPIRANGA",3.35,NA,"-","-","14/09/2016","TIMON","MA","Etanol"
"5778","Gaslub - Gasolinas e Lubrificantes Ltda","Avenida Francisco Carlos Jansen, 1291 0","Parque Piaui","IPIRANGA",3.4,NA,"-","-","14/09/2016","TIMON","MA","Etanol"
"5779","Gaslub - Gasolinas e Lubrificantes Ltda","Rua Aquiles Lisboa, 47","Centro","IPIRANGA",3.4,NA,"-","-","14/09/2016","TIMON","MA","Etanol"
"6167","Auto Posto Floresta Ltda.","Avenida Mato Grosso, 1325","Cidade Bela - Setor Nw1","PETROBRAS DISTRIBUIDORA S.A.",2.74,NA,"-","-","13/09/2016","ALTA FLORESTA","MT","Etanol"
"6168","Posto Samuca Ltda","Avenida Ariosto da Riva, 1681 Esquina Com Rua G","Centro","PETROBRAS DISTRIBUIDORA S.A.",2.75,NA,"-","-","13/09/2016","ALTA FLORESTA","MT","Etanol"
"6169","Auto Posto Canindé Ltda.","Rua Acerola (h), 880 Esq. C/ Av. Perimetral Dep. Rogeiro Silva","Setor Ap-h4","BRANCA",2.75,NA,"-","-","13/09/2016","ALTA FLORESTA","MT","Etanol"
"6170","Casagranda Derivados de Petroleo Ltda","Rodovia Mt 208, S/n","Setor Trevo","BRANCA",2.75,2.127,"CIF","PETROBRAS DISTRIBUIDORA S.A.","14/09/2016","ALTA FLORESTA","MT","Etanol"
"6171","Vidotto & Molina Ltda","Rua Papa João Xxiii, 777 B-5","Setor B","PETROBRAS DISTRIBUIDORA S.A.",2.75,2.145,"CIF","-","13/09/2016","ALTA FLORESTA","MT","Etanol"
"6172","Posto Avenida Alta Floresta Ltda.","Avenida Ariosto da Riva, 2561 Lote 16/2","Centro","PETROBRAS DISTRIBUIDORA S.A.",2.75,NA,"-","-","13/09/2016","ALTA FLORESTA","MT","Etanol"
"6173","Taruma - Comércio de Derivados de Petróleo Ltda - Me.","Avenida Ayrton Senna, 630","Setor Industrial","SIMARELLI",2.77,NA,"-","-","14/09/2016","ALTA FLORESTA","MT","Etanol"
"6174","Auto Posto Aparecida do Norte Ltda","Rua U-4, Canteiro Central, S/n","Centro","BRANCA",2.77,NA,"-","-","13/09/2016","ALTA FLORESTA","MT","Etanol"
"6175","D. M. de Souza & Cia Ltda - Me","Avenida Senador Julio Jose de Campos, 444 Setor Ri","Industrial","PETROBRAS DISTRIBUIDORA S.A.",2.77,NA,"-","-","14/09/2016","ALTA FLORESTA","MT","Etanol"
"6176","Auto Posto Buriol Ltda Epp","Avenida Ariosto da Riva, S/n Lote Ac 35/2","Centro","PETROBRAS DISTRIBUIDORA S.A.",2.77,NA,"-","-","13/09/2016","ALTA FLORESTA","MT","Etanol"
"6177","Auto Posto J F Ltda","Rodovia Br 070, S/n Km    663","Nova Caceres","BRANCA",2.42,NA,"-","-","12/09/2016","CACERES","MT","Etanol"
"6178","N.l Costa Marques Neves Petróleo Ltda - Epp","Rua Costa Marques, 830","Centro","IDAZA",2.43,NA,"-","-","12/09/2016","CACERES","MT","Etanol"
"6179","Dias Auto Posto Ltda","Rod Mt 343, Sn Km 45","Jardim São Luiz","BRANCA",2.44,NA,"-","-","13/09/2016","CACERES","MT","Etanol"
"6180","Comluc - Comercio de Lubrificantes e Combustiveis Ltda","Avenida Sao Luiz, 100","Jd Sao Luiz","RAIZEN",2.45,NA,"-","-","13/09/2016","CACERES","MT","Etanol"
"6181","A F Auto Posto Ltda.","Rua Seis de Outubro, S/n Esquina C/rua Padre Cassemiro","Centro","RAIZEN",2.45,NA,"-","-","12/09/2016","CACERES","MT","Etanol"
"6182","Auto Posto Everest Ltda.","Rodovia Br 174, S/n Km 30","Bairro Caramujo","PETROBRAS DISTRIBUIDORA S.A.",2.47,NA,"-","-","13/09/2016","CACERES","MT","Etanol"
"6183","Auto Posto Mirr Ltda.","Rua Dona Albertina, 885","Cavalhada","IPIRANGA",2.53,NA,"-","-","13/09/2016","CACERES","MT","Etanol"
"6184","Paulo Sérgio Dias  Posto - Epp","Avenida Getulio Vargas, S/n","Vila Mariana","BRANCA",2.55,NA,"-","-","13/09/2016","CACERES","MT","Etanol"
"6185","W P de Oliveira & Cia Ltda.","Avenida Talhamares, 1211","Jardim do Trevo","IPIRANGA",2.599,NA,"-","-","12/09/2016","CACERES","MT","Etanol"
"6186","Auto Posto Tuiuiu Ltda","Rua Padre Cassemiro, 1350","Centro","PETROBRAS DISTRIBUIDORA S.A.",2.649,NA,"-","-","12/09/2016","CACERES","MT","Etanol"
"6187","N.l. Petróleo Ltda","Rua Sete de Setembro, 175 Esquina C/ Rua da Tapagem","Centro","IDAZA",2.85,NA,"-","-","13/09/2016","CACERES","MT","Etanol"
"6188","Posto Capital Petroleo e Serviços Ltda.","Av Historiador Rubens de Mendonça, 595","Centro","PODIUM",2.33,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6189","M.a. Comércio de Combustíveis Ltda","Avenida Miguel Sutil, 5050","Jardim Lebron","BRANCA",2.339,2.05,"CIF","GASOL","12/09/2016","CUIABA","MT","Etanol"
"6190","Auto Posto Vitoria Ltda","Rua Parnaiba, S/n","Praieiro","BRANCA",2.339,2.05,"CIF","PETROLUZ","12/09/2016","CUIABA","MT","Etanol"
"6191","Rede de Postos Santa Maria Ltda","Avenida Fernando Correa da Costa, 3400","Boa Esperanca","BRANCA",2.339,2.05,"CIF","GASOL","12/09/2016","CUIABA","MT","Etanol"
"6192","Comercial Amazonia de Petroleo Ltda","Avenida Historiador Rubens de Mendonca, 1783","Alvorada","PETROBRAS DISTRIBUIDORA S.A.",2.339,2,"CIF","-","12/09/2016","CUIABA","MT","Etanol"
"6193","Comercio de Combustiveis Santa Laura Ltda","Avenida Carmindo de Campos, S/n Qd 28 - Lote 12","Jardim Paulista","SIMARELLI",2.359,2.075,"CIF","-","14/09/2016","CUIABA","MT","Etanol"
"6194","Comercial Amazonia de Petroleo Ltda","Avenida Jornalista Arquimedes Pereira Lima, 2291","Boa Esperança","PETROBRAS DISTRIBUIDORA S.A.",2.369,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6195","Comercial Amazonia de Petroleo Ltda","Avenida Fernando Correa da Costa, 2055 Lotes 8, 9 e 10","Boa Esperança","PETROBRAS DISTRIBUIDORA S.A.",2.369,NA,"-","-","14/09/2016","CUIABA","MT","Etanol"
"6196","Petrus Comércio de Combustíveis Ltda","Avenida Miguel Sutil, 3690","Bosque da Saude","BRANCA",2.37,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6197","Planalto Auto Posto Cuiaba Ltda - Me.","Avenida Brasil, 675","Vila da Serra","BRANCA",2.37,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6198","Interlagos Comercio de Combust. e Deriv. de Petr. Ltda.","Rodovia Palmiro Paes de Barros, S/n Km 4","Parque Atalaia","BRANCA",2.37,NA,"-","-","14/09/2016","CUIABA","MT","Etanol"
"6199","Comercial de Combustiveis  Paraiso Ltda - Me","Avenida Jose Torquato, 2896 Esq. Com Av. Historiador Rubens Mendonça","Novo Paraiso Ii","BRANCA",2.37,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6200","Posto Conquista Comércio de Combustíveis e Derivados de Petróleo Ltda.","Rod. Palmiro Paes de Barros, 05","Nossa Senhora Aparecida","BRANCA",2.379,NA,"-","-","14/09/2016","CUIABA","MT","Etanol"
"6201","Castro & Carvalho Ltda","Avenida Palmiro Paes de Barros 862, 862 0","Bairro Nossa Senhora Aparecida","WATT",2.379,NA,"-","-","14/09/2016","CUIABA","MT","Etanol"
"6202","Loriana Andrade da Fonseca","Avenida Dante M. de Oliveira, 911","Bosque da Saude Ii","BRANCA",2.379,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6203","Lidergás Transporte, Comércio e Distribuidora  Ltda.","Avenida 01 Setor Oeste, S/n Lotes 08, 10, 12 e 13","Morada do Ouro","BRANCA",2.38,2.02,"CIF","ALFA PETRÓLEO","12/09/2016","CUIABA","MT","Etanol"
"6204","Lidergás Transporte, Comércio e Distribuidora  Ltda.","Avenida Coxipo Mirim, 240","Novo Horizonte","BRANCA",2.38,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6205","Comercial de Combustiveis Flamboyant Ltda.","Avenida Pernanbuco, 2424 Esquina C/ Rua Para","Cpa Ii","PETROBRAS DISTRIBUIDORA S.A.",2.388,2.109,"CIF","-","12/09/2016","CUIABA","MT","Etanol"
"6206","Comercial Amazonia de Petroleo Ltda","Avenida Mguel Sutil, 6039","Quilombo","PETROBRAS DISTRIBUIDORA S.A.",2.389,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6207","Comercial Italia Ltda","Av.  Arquimedes Pereira Lima, 1.700 Área B","Jardim Italia","AGIP DISTRIBUIDORA",2.389,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6208","Comercial Petropolis Ltda","Avenida Carmindo de Campos, 634","Jardim Petrópolis","PETROBRAS DISTRIBUIDORA S.A.",2.397,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6209","Comercio de Combustiveis Sao Carlos Ltda","Av. Dante Martins de Oliveira, 01","Carumbé","RAIZEN",2.397,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6210","Posto Samuca Cuiaba Ltda.","Rua Amancio Pedroso de Jesus, 263","Carumbe","PETROBRAS DISTRIBUIDORA S.A.",2.397,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6211","Frc Comercio de Combustiveis Ltda","Avenida Fernando Correa da Costa, 5573","Parque Ohara","RAIZEN",2.399,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6212","G. J. G. Derivados de Petróleo Ltda.","Avenida Carmindo de Campos, 1621 Frente Ao Correio","Jardim Paulista","RAIZEN",2.399,2.049,"CIF","-","14/09/2016","CUIABA","MT","Etanol"
"6213","Comercial Amazonia de Petroleo Ltda","Avenida Fernando Correia da Costa, 4881","Parque Ohara","PETROBRAS DISTRIBUIDORA S.A.",2.399,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6214","D. Service Auto Posto, Conveniencia e Acessorios Para Autos Ltda - Me","Avenida Manoel Jose de Arruda, 2933","Jardim Europa","PETROBRAS DISTRIBUIDORA S.A.",2.399,2.094,"CIF","-","12/09/2016","CUIABA","MT","Etanol"
"6215","Petrolstyll Comercio Petroleo Ltda","Praca 08 de Abril, 99, S/n","Goiabeiras","PETROBRAS DISTRIBUIDORA S.A.",2.399,2.07,"CIF","-","12/09/2016","CUIABA","MT","Etanol"
"6216","Comercial de Combustiveis Santa Edwiges Ltda","Avenida Hist. Rubens de Mendonca, 119 Esq. C/ Ave. Alenker","Cpa I","PETROBRAS DISTRIBUIDORA S.A.",2.399,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6217","Dem & Dem Comercio de Combustives Ltda - Epp","Rua Deputado Milton Figueiredo, 645 Setor Norte","Morada do Ouro","RAIZEN",2.399,NA,"-","-","14/09/2016","CUIABA","MT","Etanol"
"6218","G. J. G. Derivados de Petróleo Ltda.","Avenida dos Trabalhadores, 4895 E","Jd. Três Lagoas","RAIZEN",2.399,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6219","Leblon - Comércio e Transporte de Combustíveis Ltda.","Avenida Miguel Sutil, 2690","Jardim Leblon","BRANCA",2.399,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6220","Comercial de Combustiveis Santa Edwiges Ltda","Avenida Fernando Correa da Costa, 5058","Vista Alegre","PETROBRAS DISTRIBUIDORA S.A.",2.399,2.082,"CIF","-","14/09/2016","CUIABA","MT","Etanol"
"6221","G. J. G. Derivados de Petróleo Ltda.","Avenida Fernando Correa da Costa, 8200","Jardim Comodoro","RAIZEN",2.399,NA,"-","-","14/09/2016","CUIABA","MT","Etanol"
"6222","Ribanceira Comércio de Combustíveis e Lubrificantes Ltda","Avenida Fernando Correa da Costa, 4400 0","Jd.alencastro","IPIRANGA",2.399,2.167,"CIF","-","14/09/2016","CUIABA","MT","Etanol"
"6223","Comercial Amazonia de Petroleo Ltda","Avenida Historiador Rubens de Mendonça, 3075 Canteiro Central","Alvorada","PETROBRAS DISTRIBUIDORA S.A.",2.399,2.097,"CIF","-","12/09/2016","CUIABA","MT","Etanol"
"6224","Renascença Auto Posto Ltda.","Rua Vila Maria, 177 A","Bau","IDAZA",2.399,2.08,"CIF","-","12/09/2016","CUIABA","MT","Etanol"
"6225","Bosque da Saude Comercio de Combustiveis Ltda","Avenida Historiador Rubens de Mendonca, 1784","Bosque da Saude","BRANCA",2.399,2.07,"CIF","PETROBRAS DISTRIBUIDORA S.A.","12/09/2016","CUIABA","MT","Etanol"
"6226","Makro Atacadista Sociedade Anonima","Avenida Miguel Sutil, 7582","Santa Rosa","PETROBRAS DISTRIBUIDORA S.A.",2.399,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6227","Eap Postos de Combustiveis Ltda","Avenida Rui Barbosa, 665","Recanto dos Passaros","PETROBRAS DISTRIBUIDORA S.A.",2.439,2,"CIF","-","12/09/2016","CUIABA","MT","Etanol"
"6228","Auto Posto Gontijo Ltda","Avenida Fernando Correia da Costa, 8800","Jardim Presidente","PETROBRAS DISTRIBUIDORA S.A.",2.46,NA,"-","-","14/09/2016","CUIABA","MT","Etanol"
"6229","Leonisia N. N. Barroso","Avenida Doutor Meireles, S/n Res. Altos do Coxipo","Coxipó da Ponte","BRANCA",2.469,NA,"-","-","14/09/2016","CUIABA","MT","Etanol"
"6230","Puma Auto Posto Cuiabá Ltda","Av. Edna Maria de Albuquerque Affi, Prof., 3195 Avenida das Torres","Santa Cruz","BRANCA",2.47,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
"6231","Petropaulo Comercio de Derivados de Petroleo Ltda.","Avenida Miguel Sutil, 3294","Jardim Leblon","RAIZEN",2.489,NA,"-","-","12/09/2016","CUIABA","MT","Etanol"
